track_name,genre,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Malas Decisiones,"Latin pop, Pop",Kenia OS,1,2022,10,26,542,2,156.214.700,23,2,21,0,0,110,G#,Minor,81,64,79,5,0,31,3
Murder In My Mind,"Hip hop, Rap",Kordhell,1,2022,1,21,2459,20,448.843.705,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11
Gangsta's Paradise,"Hip hop, Rap","Coolio, L.V.",2,1995,7,11,10624,17,1.357.608.774,21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6
CAIRO,"Latin pop, Reggaeton","Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294.352.144,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31
I Love You So,indie Pop,The Walters,1,2014,11,28,7536,7,972.164.968,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4
Dark Red,"indie Pop, R&B",Steve Lacy,1,2017,2,20,10431,7,920.045.682,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6
Say You Won't Let Go,"Pop, soul",James Arthur,1,2016,9,9,15722,16,2.420.461.338,231,37,1.509,0,13,99,A#,Major,40,45,56,69,0,9,5
The Hills,"R&B, trap, electronic",The Weeknd,1,2015,5,27,25744,4,1.947.371.785,122,94,1.992,0,18,136,,Minor,36,12,57,9,0,14,8
Heart To Heart,"indie Pop, folk",Mac DeMarco,1,2019,5,10,1640,0,244.658.767,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10
Peaches (from The Super Mario Bros. Movie),Pop ballad,Jack Black,1,2023,4,7,34,0,68.216.992,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5
Marisola - Remix,"Latin pop, Rap","Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223.582.566,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5
LOKERA,"Latin pop, Reggaeton","Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471.819.764,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5
Low,"R&B, soul",SZA,1,2022,12,9,1911,0,272.377.463,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6
Numb,Rock,Linkin Park,1,2003,3,24,20111,5,1.361.425.037,39,0,7.341,0,0,110,A,Major,50,24,86,0,0,64,4
Tormenta (feat. Bad Bunny),"Pop, Latin pop, Reggaeton","Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149.778.242,32,18,39,2,0,95,,Major,64,30,77,46,0,38,6
on the street (with J. Cole),"K-Pop, Hip hop, Rap","j-hope, J. Cole",2,2023,3,3,615,2,116.599.790,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13
One Thing At A Time,country Pop,Morgan Wallen,1,2022,12,2,811,4,148.469.433,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3
Miss You,"electronic, Dance pop","Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497.225.336,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5
Ain’t That Some,country,Morgan Wallen,1,2023,3,3,356,4,88.791.109,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3
thinkin' bout me,country,Morgan Wallen,1,2023,3,3,604,6,125.917.280,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3
Private Landing (feat. Justin Bieber & Future),"Hip hop, Rap","Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105.062.254,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6
Everything I Love,country,Morgan Wallen,1,2023,1,31,579,0,95.623.148,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3
Heaven,"Pop, Pop-Rock",Niall Horan,1,2023,2,17,1553,2,144.584.800,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3
LET GO,"Hip hop, Rap",Central Cee,1,2022,12,15,2301,20,298.063.749,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38
Sial,Pop ballad,Mahalini,1,2023,1,23,134,4,166.570.053,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4
I Wrote The Book,country,Morgan Wallen,1,2023,1,31,430,0,83.021.468,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4
"Apna Bana Le (From ""Bhediya"")",Reggaeton,"Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139.836.056,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3
SPIT IN MY FACE!,"R&B, hip hop, Rap",ThxSoMch,1,2022,10,31,629,14,303.216.294,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6
PLAYA DEL INGLeS,"Latin pop, Reggaeton","Myke Towers, Quevedo",2,2022,12,15,1701,15,221.409.663,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5
Man Made A Bar (feat. Eric Church),country,"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58.890.931,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3
Red Ruby Da Sleeze,"Hip hop, Rap",Nicki Minaj,1,2023,3,3,1168,0,81.419.389,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26
Kahani Suno 2.0,Pop,Kaifi Khalil,1,2022,5,31,162,6,156.777.415,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4
Nobody Gets Me,"R&B, soul",SZA,1,2022,12,9,2536,6,284.908.316,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3
PERO Tu,"Latin pop, Reggaeton","Karol G, Quevedo",2,2023,2,23,387,11,93.438.910,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29
Hype Boy,"K-Pop, Hip hop, Pop",NewJeans,1,2022,8,1,892,17,363.472.647,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23
Bloody Mary,"Pop, Dance pop",Lady Gaga,1,2011,1,1,3909,0,372.476.382,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3
Monotonia,"Latin pop, Reggaeton","Ozuna, Shakira",2,2022,10,19,3645,15,380.726.517,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5
Wasted On You,country,Morgan Wallen,1,2023,3,3,282,0,56.533.272,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3
WANDA,"Hip hop, Rap",Quevedo,1,2023,1,20,888,22,175.399.345,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7
Thought You Should Know,country,Morgan Wallen,1,2022,5,6,968,4,203.221.468,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3
In The End,"Pop, Rock, Rap",Linkin Park,1,2000,10,24,25065,6,1.624.165.576,63,0,6.808,2,0,105,D#,Minor,55,40,90,1,0,32,6
Zona De Perigo,Pop,Leo Santana,1,2022,12,8,531,4,134.294.498,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3
Lovezinho,"Latin pop, Pop",Treyce,1,2022,7,28,242,0,70.069.745,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4
I Like You (A Happier Song) (with Doja Cat),"Pop, R&B","Post Malone, Doja Cat",2,2022,6,3,5281,14,609.293.408,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7
Neverita,"Latin pop, Reggaeton",Bad Bunny,1,2022,5,6,2590,30,671.365.962,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5
Vista Al Mar,"Latin pop, Pop",Quevedo,1,2022,9,8,1769,34,362.361.576,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13
Sem Alianca no Dedo,Latin pop,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93.587.665,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33
Enemy (with JID) - from the series Arcane League of Legends,"Hip hop, Rap","Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1.223.481.149,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28
Revenge,"Hip hop, Rap",XXXTENTACION,1,2017,8,25,3600,11,1.022.258.230,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26
Bombonzinho - Ao Vivo,"Latin pop, sertanejo","Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263.453.310,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5
LA CANCIoN,"Latin pop, Reggaeton","J Balvin, Bad Bunny",2,2019,6,28,6398,31,1.435.127.549,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32
Que Agonia,"Latin pop, Pop","Yuridia, Angela Aguilar",2,2022,10,20,660,15,236.857.112,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2
Love Again,"Pop, R&B",The Kid Laroi,1,2023,1,27,1283,0,147.538.971,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3
After Hours,"Pop, R&B",The Weeknd,1,2020,2,19,8084,6,698.086.140,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3
About Damn Time,"Pop, Hip hop",Lizzo,1,2022,7,15,2332,2,723.894.473,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7
Born With A Beer In My Hand,country,Morgan Wallen,1,2023,3,3,203,0,34.450.974,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4
grace,"J-Pop, Rock",Fujii Kaze,1,2020,5,20,685,14,403.097.450,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5
Besos Moja2,"Latin pop, Reggaeton","Wisin & Yandel, ROSALiA",2,2022,9,29,2460,13,309.483.971,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6
Maan Meri Jaan,indian Pop,King,1,2022,10,12,288,6,319.566.866,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4
Moscow Mule,"Latin pop, Reggaeton",Bad Bunny,1,2022,5,6,4572,33,909.001.996,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3
My Universe,"K-Pop, Pop, Pop-Rock","Coldplay, BTS",2,2021,9,24,6127,13,1.061.966.512,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
Devil Don’t Know,country,Morgan Wallen,1,2023,3,3,166,0,32.526.947,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3
LLYLM,Pop,ROSALiA,1,2023,1,27,1838,0,124.988.687,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27
I'm Not Here To Make Friends,"Pop, Dance pop","Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103.787.664,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6
TRUSTFALL,"Pop, Pop-Rock",P!nk,1,2023,1,27,2098,16,134.255.790,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9
ANTIFRAGILE,"K-Pop, EDM",LE SSERAFIM,1,2022,10,17,761,12,301.051.721,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8
Boy's a liar,"Pop, indie Pop",PinkPantheress,1,2022,11,30,1225,0,156.338.624,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4
VIBE (feat. Jimin of BTS),"K-Pop, R&B","TAEYANG, Jimin",2,2023,1,13,415,2,152.850.295,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4
Shirt,"R&B, soul",SZA,1,2022,10,28,3469,0,309.653.982,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,"R&B, Pop",Rihanna,1,2022,10,28,3311,0,297.328.960,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3
STAR WALKIN' (League of Legends Worlds Anthem),"Hip hop, Rap",Lil Nas X,1,2022,9,22,2616,0,332.506.354,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5
"Sex, Drugs, Etc.","indie Rock , Hip hop",Beach Weather,1,2016,11,4,3006,16,480.507.035,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4
Boy With Luv (feat. Halsey),"K-Pop, Dance pop, EDM","Halsey, BTS",2,2019,4,12,4260,0,1.065.580.332,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10
"Hey, Mickey!","Pop, Hip hop",Baby Tate,1,2016,9,27,482,0,122.763.672,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6
Calm Down,Pop,Rema,1,2022,2,9,4013,10,445.763.624,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4
Jhoome Jo Pathaan,"bollywood, indian Pop","Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1.365.184,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7
Escapism. - Sped Up,"Pop, R&B","RAYE, 070 Shake",2,2022,11,25,1368,0,184.308.753,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20
Space Song,"indie Rock, dream Pop",Beach House,1,2015,1,1,17852,4,789.753.877,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Latin pop Pop, Reggaeton","BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323.358.833,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4
Te Felicito,"Latin pop, Pop","Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606.361.689,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32
,"electronic, Dance pop","Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120.972.253,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8
TV,"Pop, electroPop",Billie Eilish,1,2022,7,21,3009,2,338.564.981,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4
I'm Not The Only One,"Pop, soul",Sam Smith,1,2014,1,1,17492,3,1.606.986.953,136,24,1.959,0,30,82,F,Major,68,50,49,56,0,8,4
Heather,"Pop, indie Pop",Conan Gray,1,2020,3,20,6170,7,1.301.799.902,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3
"Besharam Rang (From ""Pathaan"")","bollywood, indian Pop","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140.187.018,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4
One Kiss (with Dua Lipa),"EDM, Dance pop","Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1.897.517.891,537,122,2.726,6,,124,A,Minor,79,59,86,4,0,8,11
Sugar Rush Ride,"K-Pop, Dance pop",TOMORROW X TOGETHER,1,2023,1,27,359,0,107.642.809,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9
Pink Venom,"K-Pop, Dance pop, Hip hop",BLACKPINK,1,2022,8,19,1963,16,551.305.895,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10
WAIT FOR U (feat. Drake & Tems),"Pop, Hip hop, R&B","Drake, Future, Tems",3,2022,4,27,5491,14,556.585.270,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34
Don't Start Now,"Pop, Dance pop",Dua Lipa,1,2019,10,31,27119,0,2.303.033.973,532,77,1.535,3,8,124,B,Minor,79,68,79,1,0,10,8
After Dark,"electronic, synth Pop",Mr.Kitty,1,2014,8,8,1776,14,646.886.885,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3
Eu Gosto Assim - Ao Vivo,"Latin pop, sertanejo","Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222.612.678,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4
INDUSTRY BABY (feat. Jack Harlow),"Hip hop, Rap","Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1.814.349.763,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6
MIDDLE OF THE NIGHT,"Pop, electronic",Elley Duhe,1,2020,1,10,4057,8,872.137.015,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5
Atlantis,"Pop, folk-Pop",Seafret,1,2015,4,22,3045,6,571.386.359,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3
PUNTO 40,"Latin pop, Reggaeton","Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304.079.786,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9
Evoque Prata,Latin pop,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174.006.928,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24
How Do I Say Goodbye,"Pop, soul",Dean Lewis,1,2022,8,5,2163,15,284.785.823,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7
Blind,"R&B, soul",SZA,1,2022,12,9,1484,0,163.284.000,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4
Die For You,"R&B, indie Pop",Joji,1,2022,11,4,1703,0,246.390.068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5
Doja,"Hip hop, Rap",Central Cee,1,2022,7,20,4169,44,482.257.456,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29
Gatita,"Latin pop Pop, Reggaeton",Bellakath,1,2022,10,3,1054,0,168.684.524,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6
Rumble,"electronic, Dance pop","Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78.489.819,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Hip hop, Rap","Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195.516.622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29
Yonaguni,"Latin pop, Reggaeton",Bad Bunny,1,2021,6,4,9644,28,1.260.594.497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12
Super Freaky Girl,"Hip hop, Rap",Nicki Minaj,1,2022,8,12,4827,0,428.685.680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24
Running Up That Hill (A Deal With God),synth Pop,Kate Bush,1,1985,9,16,21811,0,1.024.858.327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6
Dream On,"Rock, country",Aerosmith,1,1973,1,5,168,0,838.586.769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3
Limbo,Hip hop,Freddie Dredd,1,2022,8,11,688,0,199.386.237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46
Where Are You Now,"electronic, dance","Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972.509.632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10
WORTH NOTHING,Pop,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213.438.580,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8
Bad Habits,"Pop, Dance pop",Ed Sheeran,1,2020,9,3,12755,8,1.555.511.105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3
KICK BACK,"J-Pop, Rock",Kenshi Yonezu,1,2022,10,12,574,4,210.038.833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11
Evergreen (You Didn't Deserve Me At All),"R&B, indie Pop",Omar Apollo,1,2022,4,8,2499,0,227.918.678,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4
Good Days,"R&B, soul",SZA,1,2020,12,24,10426,2,826.623.384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6
Levitating (feat. DaBaby),"Pop, Dance pop","Dua Lipa, DaBaby",2,2020,3,27,15894,8,1.802.514.301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6
Woman,"Pop, R&B",Doja Cat,1,2021,6,25,9424,0,1.329.090.101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9
Shut up My Moms Calling - (Sped Up),"Hip hop, Rap",Hotel Ugly,1,2022,9,14,713,7,181.831.132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10
Ferrari,"electronic, dance","James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462.791.599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5
"You're On Your Own, Kid",Pop,Taylor Swift,1,2022,10,21,2537,2,348.647.203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6
"Kesariya (From ""Brahmastra"")","bollywood, indian Pop","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366.599.607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3
Agudo Magico 3,electronic,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90.598.517,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5
Payphone,"Pop, R&B, Pop-Rock","Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1.479.264.469,56,38,1.891,1,,110,E,Major,74,51,74,2,0,29,4
All I Want for Christmas Is You,"Pop, soul, christmas",Mariah Carey,1,1994,10,28,25653,0,1.449.779.435,387,132,2.094,0,,150,G,Major,34,33,63,16,0,7,4
Last Christmas,"Pop, synth-Pop, christmas",Wham!,1,1984,1,1,22153,0,1.159.176.109,274,111,1.302,0,,107,B,Minor,74,88,65,28,0,46,3
Rockin' Around The Christmas Tree,"Rock, Pop, christmas",Brenda Lee,1,1958,1,1,14994,0,769.213.520,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5
Jingle Bell Rock,"Pop, counrty, Rock, christmas",Bobby Helms,1,1957,1,1,10326,0,741.301.563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3
It's Beginning To Look A Lot Like Christmas,"Pop, jazz.christmas",Michael Buble ,1,2011,10,14,12353,0,807.561.936,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3
Santa Tell Me,"Pop, christmas",Ariana Grande,1,2013,12,13,9408,0,834.129.063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18
It's the Most Wonderful Time of the Year,"Pop, christmas",Andy Williams,1,1963,10,14,8879,0,663.832.097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4
Let It Snow! Let It Snow! Let It Snow!,"Pop, christmas",Dean Martin,1,1959,11,16,6512,0,446.390.129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4
Snowman,"Pop, christmas",Sia,1,2017,1,1,5140,0,690.104.769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3
Underneath the Tree,Pop,Kelly Clarkson,1,2013,10,25,6596,0,485.285.717,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5
Feliz Navidad,Latin pop,Jose Feliciano ,1,1970,11,1,3788,0,520.034.544,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4
Holly Jolly Christmas,Pop,Michael Buble ,1,2011,10,14,7655,0,476.244.795,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4
Mistletoe,Pop,Justin Bieber,1,2011,1,1,9577,0,629.173.063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4
Sleigh Ride,Pop,The Ronettes,1,1963,11,22,10114,0,404.664.135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3
Seek & Destroy,"R&B, Soul",SZA,1,2022,12,9,1007,0,98.709.329,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7
Love Language,"R&B, Soul",SZA,1,2022,12,9,1127,0,110.849.052,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8
Happy Xmas (War Is Over),Pop,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460.492.795,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3
Used (feat. Don Toliver),"R&B, Soul","SZA, Don Toliver",2,2022,12,8,1042,0,94.005.786,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9
A Holly Jolly Christmas - Single Version,Pop,Burl Ives,1,1952,1,1,7930,0,395.591.396,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3
The Christmas Song (Merry Christmas To You) - Remastered 1999,Pop,Nat King Cole,1,1946,11,1,11500,0,389.771.964,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4
Wonderful Christmastime - Edited Version / Remastered 2011,Pop,Paul McCartney,1,1979,11,16,1685,0,403.939.487,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3
Do They Know It's Christmas? - 1984 Version,Pop,Band Aid,1,1984,11,25,14169,0,481.697.415,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3
Ghost in the Machine (feat. Phoebe Bridgers),"R&B, Soul","SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110.073.250,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5
Special,"R&B, Soul",SZA,1,2022,12,9,906,0,88.092.256,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5
Merry Christmas Everyone,Pop,Shakin' Stevens,1,1984,1,1,1087,0,351.636.786,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3
Let It Snow! Let It Snow! Let It Snow!,Pop,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473.248.298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6
SOS,"R&B, Soul",SZA,1,2022,12,9,827,0,73.981.293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23
Open Arms (feat. Travis Scott),"R&B, Soul","SZA, Travis Scott",2,2022,12,8,1420,4,155.653.938,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16
White Christmas,Pop,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395.591.396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3
Driving Home for Christmas - 2019 Remaster,Pop,Chris Rea,1,1986,1,1,888,0,429.504.768,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4
Christmas (Baby Please Come Home),Pop,Darlene Love,1,1963,11,22,9122,0,242.767.149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5
Gone Girl,"R&B, Soul",SZA,1,2022,12,9,892,0,65.362.788,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6
F2F,"R&B, Soul",SZA,1,2022,12,9,989,0,67.540.165,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4
Notice Me,"R&B, Soul",SZA,1,2022,12,9,819,0,62.019.074,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12
Merry Christmas,Pop,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135.723.538,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Pop,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295.998.468,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5
My Only Wish (This Year),Pop,Britney Spears,1,2000,11,7,6952,0,261.116.938,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3
Antidepresan,Pop,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136.689.549,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3
Wild Flower (with youjeen),Pop,RM,1,2022,12,2,353,2,135.611.421,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9
I Hate U,"R&B, Soul",SZA,1,2021,12,3,4094,0,356.709.897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16
Raindrops (Insane) [with Travis Scott],"R&B, Soul","Travis Scott, Metro Boomin",2,2022,12,2,880,0,110.649.992,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5
SPIT IN MY FACE!,Pop,ThxSoMch,1,2022,10,31,573,0,301.869.854,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7
Deck The Hall - Remastered 1999,Pop,Nat King Cole,1,1959,1,1,3299,0,127.027.715,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4
